,num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehículo,tipo_persona,rango_edad,sexo,cod_lesividad,tipo_lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga,tipo_vehiculo,lesividad
617,2021S016694,18/09/2021,20:35:00,"CALL. ANTONIO LOPEZ, 214",214,12,USERA,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,1.0,Atención en urgencias sin posterior ingreso,440.823.809,4.470.847.852,N,,,
618,2021S016706,21/09/2021,19:05:00,CALL. JULIO DANVILA / CALL. MESENA,26,16,HORTALEZA,Colisión frontal,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,443.658.059,4.480.355.547,N,,,
619,2021S016716,21/09/2021,18:25:00,PASEO. PRADO / JDINS. PLAZA DE LA LEALTAD,26,1,CENTRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,441.160.904,4.474.074.782,N,,,
620,2021S016826,23/09/2021,13:25:00,"CALL. ALCALA, 63",63,4,SALAMANCA,Colisión lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Mujer,7.0,Asistencia sanitaria sólo en el lugar del accidente,441.400.077,4.474.582.465,N,,,
621,2021S016839,23/09/2021,16:00:00,"PASEO. URUGUAY, 1",1,3,RETIRO,Caída,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,442.497.352,4.473.718.637,N,,,
622,2021S016909,23/09/2021,21:30:00,AVDA. REINA VICTORIA / CALL. ESTUDIANTES,56,9,MONCLOA-ARAVACA,Colisión lateral,Nublado,Bicicleta,Conductor,De 21 a 24 años,Hombre,14.0,Sin asistencia sanitaria,439.600.396,4.477.557.386,N,,,
623,2021S016930,24/09/2021,17:40:00,"PASEO. INFANTA ISABEL, 5",5,3,RETIRO,Caída,Lluvia débil,Bicicleta EPAC (pedaleo asistido),Conductor,De 50 a 54 años,Mujer,1.0,Atención en urgencias sin posterior ingreso,441.478.090,4.473.252.811,N,,,
624,2021S016959,24/09/2021,23:00:00,CALL. VIA CARPETANA / PASEO. ERMITA DEL SANTO,47,11,CARABANCHEL,Colisión lateral,LLuvia intensa,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,437.732.842,4.472.328.615,N,,,
625,2021S017001,22/09/2021,21:40:00,"GTA. MARIANO SALVADOR MAELLA, 1",1,8,FUENCARRAL-EL PARDO,Colisión fronto-lateral,,Bicicleta,Conductor,De 21 a 24 años,Hombre,,,438.846.351,4.480.775.592,N,,,
626,2021S017058,25/09/2021,11:40:00,CALL. PORTOMARIN / CALL. FROMISTA,5,8,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,443.289.722,4.484.901.926,N,,,
627,2021S017103,26/09/2021,20:00:00,"CALL. ARTURO SORIA, 334A",334A,15,CIUDAD LINEAL,Caída,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,5.0,Asistencia sanitaria ambulatoria con posterioridad,443.569.554,4.481.394.009,N,,,
628,2021S017134,26/09/2021,13:50:00,"CALL. VALENCIA, 4",4,1,CENTRO,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,1.0,Atención en urgencias sin posterior ingreso,440.543.269,4.473.291.882,N,,,
629,2021S017138,27/09/2021,10:05:00,"CALL. ARQUITECTO SANCHEZ ARCAS, 13",13,9,MONCLOA-ARAVACA,Alcance,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,1.0,Atención en urgencias sin posterior ingreso,439.510.474,4.478.495.375,N,,,
630,2021S017149,23/09/2021,8:30:00,GTA. PUENTE DE SEGOVIA / PASEO. VIRGEN DEL PUERTO,1,10,LATINA,Colisión lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,,,438.535.889,4.473.971.545,N,,,
631,2021S017170,26/09/2021,8:52:00,"RONDA. ATOCHA, 34",34,1,CENTRO,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,Desconocido,Desconocido,,,440.680.165,4.473.064.542,N,,,
632,2021S017215,28/09/2021,8:55:00,"CALL. MAGNOLIAS, 99",99,6,TETUÁN,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,441.513.507,4.480.442.002,N,,,
633,2021S017221,28/09/2021,9:25:00,CALL. O'DONNELL / CALL. AGUIRRE,2,3,RETIRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Mujer,1.0,Atención en urgencias sin posterior ingreso,442.209.320,4.474.763.051,N,,,
634,2021S017229,28/09/2021,13:15:00,"PLAZA. ISABEL II, 2",2,1,CENTRO,Caída,Despejado,Bicicleta,Conductor,Desconocido,Hombre,14.0,Sin asistencia sanitaria,439.778.301,4.474.392.677,N,,,
635,2021S017278,28/09/2021,12:00:00,"AVDA. MANZANARES, 200",200,12,USERA,Colisión lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,440.395.227,4.471.623.147,N,,,
636,2021S017278,28/09/2021,12:00:00,"AVDA. MANZANARES, 200",200,12,USERA,Colisión lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,440.395.227,4.471.623.147,N,,,
637,2021S017280,28/09/2021,12:55:00,PASEO. EMBARCADERO / PASEO. AZUL,1,9,MONCLOA-ARAVACA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,437.998.357,4.474.381.828,N,,,
638,2021S017287,29/09/2021,9:30:00,"AVDA. LAS FUERZAS ARMADAS, 400",400,21,BARAJAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,447.918.455,4.481.472.448,N,,,
639,2021S017334,29/09/2021,18:35:00,"CALL. MALMOE, 63",63,15,CIUDAD LINEAL,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,447.258.023,4.473.974.180,N,,,
640,2021S017382,30/09/2021,14:10:00,CALL. GRAN VIA / METRO. PLAZA DE ESPAÑA,80,1,CENTRO,Colisión múltiple,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 18 a 20 años,Hombre,,,439.693.375,4.475.004.272,N,,,
641,2021S017388,30/09/2021,15:15:00,"GTA. RUIZ JIMENEZ, 2",2,7,CHAMBERÍ,Colisión fronto-lateral,,Bicicleta,Conductor,De 35 a 39 años,Mujer,,,440.163.011,4.475.696.023,N,,,
642,2021S017389,29/09/2021,22:00:00,"CALL. BUEN SUCESO, 13",13,9,MONCLOA-ARAVACA,Choque contra obstáculo fijo,,Bicicleta,Conductor,De 25 a 29 años,Hombre,,,439.102.171,4.475.586.872,N,,,
643,2021S017399,30/09/2021,17:15:00,"GTA. PUENTE DE SEGOVIA, 1",1,10,LATINA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,438.582.103,4.473.956.229,N,,,
644,2021S017480,01/10/2021,14:55:00,GTA. CUATRO CAMINOS / CALL. BRAVO MURILLO,2,6,TETUÁN,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,440.328.717,4.477.623.895,N,,,
645,2021S017482,01/10/2021,15:15:00,CALLE GUECHO CON C/ IBIAIONDO,17,9,MONCLOA-ARAVACA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,430.861.285,4.480.568.869,N,,,
646,2021S017568,02/10/2021,11:30:00,"CALL. ARROYO DEL OLIVAR, 36",36,13,PUENTE DE VALLECAS,Atropello a persona,Despejado,Bicicleta,Conductor,De 35 a 39 años,Mujer,14.0,Sin asistencia sanitaria,443.725.313,4.471.567.263,N,,,
647,2021S017568,02/10/2021,11:30:00,"CALL. ARROYO DEL OLIVAR, 36",36,13,PUENTE DE VALLECAS,Atropello a persona,Despejado,Bicicleta,Peatón,De 40 a 44 años,Mujer,7.0,Asistencia sanitaria sólo en el lugar del accidente,443.725.313,4.471.567.263,N,,,
648,2021S017579,01/10/2021,16:10:00,"AVDA. LOS ROSALES, 42",42,17,VILLAVERDE,Colisión frontal,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 40 a 44 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,442.103.665,4.467.916.672,N,,,
649,2021S017610,02/10/2021,6:50:00,"CALL. ALCALA, 28",28,1,CENTRO,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,5.0,Asistencia sanitaria ambulatoria con posterioridad,440.747.895,4.474.399.250,N,,,
650,2021S017613,02/10/2021,23:45:00,CALL. ALONSO CANO / CALL. JOSE ABASCAL,29,7,CHAMBERÍ,Alcance,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,440.816.949,4.476.623.734,N,,,
651,2021S017663,02/10/2021,8:30:00,AVDA. AURORA BOREAL / AVDA. GRAN VIA DEL ESTE,26,19,VICÁLVARO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,,,448.968.511,4.472.173.415,N,,,
652,2021S017674,03/10/2021,11:46:00,"CALL. ALCALA, 186",186,4,SALAMANCA,Caída,LLuvia intensa,Bicicleta,Conductor,De 25 a 29 años,Mujer,7.0,Asistencia sanitaria sólo en el lugar del accidente,443.575.779,4.475.670.968,N,,,
653,2021S017675,03/10/2021,11:00:00,"CALL. EMBAJADORES, farola 309",330,13,PUENTE DE VALLECAS,Colisión lateral,LLuvia intensa,Bicicleta,Conductor,De 70 a 74 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,442.237.417,4.469.150.348,N,,,
654,2021S017678,02/10/2021,14:00:00,"AVDA. PORTUGAL, 75",75,10,LATINA,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,438.063.674,4.473.979.268,N,,,
655,2021S017684,03/10/2021,14:50:00,CALL. O'DONNELL / DOCTOR ESQUERDO,50,3,RETIRO,Caída,Lluvia débil,Bicicleta,Conductor,De 45 a 49 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,443.193.687,4.474.721.384,N,,,
656,2021S017697,03/10/2021,17:10:00,"CALL. SAMARIA, 10",10,3,RETIRO,Caída,Nublado,Bicicleta,Conductor,De 45 a 49 años,Hombre,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,443.029.529,4.473.812.996,N,,,
657,2021S017751,04/10/2021,14:30:00,"CALL. SALUSTIANO OLOZAGA, 3",3,4,SALAMANCA,Colisión fronto-lateral,,Bicicleta,Conductor,De 60 a 64 años,Hombre,,,441.377.655,4.474.701.103,N,,,
658,2021S017755,04/10/2021,15:30:00,AVDA. REINA VICTORIA / AVDA. PABLO IGLESIAS,24,6,TETUÁN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,439.942.114,4.477.636.067,N,,,
659,2021S017776,04/10/2021,18:45:00,PASEO. ROBLEDAL / PASEO. VENTA,0,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,435.690.106,4.473.667.730,N,,,
660,2021S017884,06/10/2021,7:45:00,"CALL. CARRANZA, 13",13,1,CENTRO,Choque contra obstáculo fijo,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 45 a 49 años,Hombre,1.0,Atención en urgencias sin posterior ingreso,440.280.178,4.475.639.316,N,,,
661,2021S017896,06/10/2021,10:15:00,"AVDA. CANILLEJAS A VICALVARO, 193 farola 156",193,20,SAN BLAS-CANILLEJAS,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,448.225.501,4.473.706.893,N,,,
662,2021S018046,07/10/2021,19:00:00,"PASEO. INFANTA ISABEL, 15",15,3,RETIRO,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,441.633.738,4.473.140.633,N,,,
663,2021S018049,07/10/2021,19:20:00,"AVDA. REINA VICTORIA, 36",36,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,439.732.222,4.477.601.918,N,,,
664,2021S018060,07/10/2021,19:15:00,CALL. VALLEHERMOSO / CALL. ALBERTO AGUILERA,1,7,CHAMBERÍ,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,1.0,Atención en urgencias sin posterior ingreso,439.852.863,4.475.729.909,N,,,
665,2021S018065,07/10/2021,22:40:00,PASEO. SAN FRANCISCO DE SALES / CALL. GENERAL IBAÑEZ DE IBERO,7,7,CHAMBERÍ,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,439.809.020,4.477.324.305,N,,,
666,2021S018084,08/10/2021,7:50:00,PASEO. CASTELLANA / CALL. ESTEBANEZ CALDERON,183,6,TETUÁN,Colisión frontal,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,5.0,Asistencia sanitaria ambulatoria con posterioridad,441.499.117,4.479.432.097,N,,,
667,2021S018214,09/10/2021,11:15:00,"PASEO. LA HABANA, 79",79,5,CHAMARTÍN,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Mujer,1.0,Atención en urgencias sin posterior ingreso,442.146.054,4.478.520.074,N,,,
668,2021S018220,09/10/2021,13:25:00,"CALL. SAN ANDRES, 13",13,1,CENTRO,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 35 a 39 años,Mujer,7.0,Asistencia sanitaria sólo en el lugar del accidente,440.305.752,4.475.336.445,N,,,
669,2021S018220,09/10/2021,13:25:00,"CALL. SAN ANDRES, 13",13,1,CENTRO,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,Desconocido,Desconocido,,,440.305.752,4.475.336.445,N,,,
670,2021S018229,09/10/2021,14:35:00,CALL. VALHONDO / CALL. MISTRAL,11,21,BARAJAS,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 45 a 49 años,Mujer,7.0,Asistencia sanitaria sólo en el lugar del accidente,449.548.604,4.480.073.703,N,,,
671,2021S018296,09/10/2021,14:30:00,CALL. SERRANO / CALL. JOSE ORTEGA Y GASSET,49,4,SALAMANCA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Mujer,7.0,Asistencia sanitaria sólo en el lugar del accidente,441.731.727,4.475.773.345,N,,,
672,2021S018345,09/10/2021,0:45:00,"GTA. LUIS VILLALVILLA, 0",0,18,VILLA DE VALLECAS,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,447.338.102,4.469.704.351,N,,,
673,2021S018377,10/10/2021,11:10:00,AUTOV. M-607 / CTRA. M-616,+00900E,8,FUENCARRAL-EL PARDO,Colisión frontal,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,5.0,Asistencia sanitaria ambulatoria con posterioridad,441.037.072,4.481.920.395,N,,,
674,2021S018377,10/10/2021,11:10:00,AUTOV. M-607 / CTRA. M-616,+00900E,8,FUENCARRAL-EL PARDO,Colisión frontal,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,14.0,Sin asistencia sanitaria,441.037.072,4.481.920.395,N,,,
675,2021S018397,11/10/2021,17:30:00,CALL. TORROX / CALL. OLIGISTO,26,12,USERA,Caída,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,441.698.272,4.468.890.563,N,,,
676,2021S018446,12/10/2021,10:45:00,PASEO. CASTAÑOS / CTRA. TELEFERICO,0,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Mujer,2.0,Ingreso inferior o igual a 24 horas,436.599.575,4.474.202.544,N,,,
677,2021S018461,12/10/2021,18:15:00,CALL. ALBURQUERQUE / CALL. GARCILASO,31,7,CHAMBERÍ,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,440.649.601,4.475.888.151,N,,,
678,2021S018482,13/10/2021,0:07:00,"CALL. ALCALA, 204",204,4,SALAMANCA,Alcance,,Bicicleta,Conductor,De 40 a 44 años,Hombre,,,443.748.428,4.475.793.249,N,,,
679,2021S018484,13/10/2021,0:07:00,CALL. ALCALA / PZATO. MONUMENTAL DE LAS VENTAS,231,4,SALAMANCA,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,Desconocido,Desconocido,,,443.760.358,4.475.802.420,N,,,
680,2021S018517,13/10/2021,13:50:00,"CALL. FUENCARRAL, 92",92,1,CENTRO,Alcance,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,14.0,Sin asistencia sanitaria,440.478.661,4.475.424.354,N,,,
681,2021S018523,13/10/2021,14:41:00,"CALL. VIRGEN DE ARANZAZU, 21",21,8,FUENCARRAL-EL PARDO,Caída,Despejado,Bicicleta,Conductor,Más de 74 años,Hombre,3.0,Ingreso superior a 24 horas,441.525.549,4.481.945.339,N,,,
682,2021S018544,13/10/2021,16:25:00,"CALL. PALOMERAS, 45",45,13,PUENTE DE VALLECAS,Atropello a persona,Despejado,Bicicleta,Conductor,Desconocido,Desconocido,,,443.516.638,4.471.162.778,N,,,
683,2021S018544,13/10/2021,16:25:00,"CALL. PALOMERAS, 45",45,13,PUENTE DE VALLECAS,Atropello a persona,Despejado,Bicicleta,Peatón,De 55 a 59 años,Mujer,7.0,Asistencia sanitaria sólo en el lugar del accidente,443.516.638,4.471.162.778,N,,,
684,2021S018555,13/10/2021,19:40:00,PLAZA. ALOSNO / CASA,4,19,VICÁLVARO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,447.640.414,4.472.992.254,N,,,
685,2021S018568,14/10/2021,0:50:00,CALL. BERNARDINO OBREGON / CALL. PALOS DE LA FRONTERA,19,2,ARGANZUELA,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,440.669.764,4.472.715.238,N,,,
686,2021S018574,13/10/2021,13:50:00,CALL. PLAYA DE BARLOVENTO / CALL. PLAYA DE LA CALETA,12,21,BARAJAS,Colisión lateral,Despejado,Bicicleta,Conductor,Desconocido,Desconocido,,,449.900.536,4.480.254.031,N,,,
687,2021S018584,06/10/2021,9:15:00,"GTA. CADIZ, 0",0,12,USERA,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,440.654.553,4.471.045.631,N,,,
688,2021S018590,05/10/2021,12:00:00,"AVDA. ANDALUCIA, 32A",32A,12,USERA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,441.055.960,4.468.849.639,N,,,
689,2021S018671,13/10/2021,10:50:00,AVDA. COMPLUTENSE / PTA. REY JARDIN BOTANICO,10,9,MONCLOA-ARAVACA,Colisión frontal,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,438.295.114,4.477.673.963,N,,,
690,2021S018679,15/10/2021,13:15:00,CALL. RAMON PEREZ DE AYALA / CALL. EL BOSCO,94,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,444.867.156,4.472.353.948,N,,,
691,2021S018697,15/10/2021,16:40:00,CALL. SOFIA / AVDA. CANILLEJAS A VICALVARO,7,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 40 a 44 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,448.217.400,4.474.426.693,N,,,
692,2021S018729,15/10/2021,20:40:00,"PQUE. MADRID RIO, +00750E",+00750E,12,USERA,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Mujer,1.0,Atención en urgencias sin posterior ingreso,441.247.341,4.470.514.909,N,,,
693,2021S018786,15/10/2021,11:00:00,"PASEO. ACACIAS, 30A",30A,2,ARGANZUELA,Alcance,Despejado,Bicicleta,Conductor,De 40 a 44 años,Mujer,1.0,Atención en urgencias sin posterior ingreso,439.861.698,4.472.760.161,N,,,
694,2021S018790,15/10/2021,21:46:00,"AVDA. PESETA, 8",8,10,LATINA,Caída,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,435.091.186,4.468.647.677,N,,,
695,2021S018791,16/10/2021,11:10:00,CALLE ALFONSO XII FRENTE NUMERO 18,18,3,RETIRO,Colisión lateral,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,,,441.558.543,4.474.281.393,N,,,
696,2021S018840,16/10/2021,22:45:00,"CALL. ALCALA, 34",34,1,CENTRO,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Mujer,7.0,Asistencia sanitaria sólo en el lugar del accidente,440.844.239,4.474.429.474,N,,,
697,2021S018840,16/10/2021,22:45:00,"CALL. ALCALA, 34",34,1,CENTRO,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Peatón,Desconocido,Desconocido,,,440.844.239,4.474.429.474,N,,,
698,2021S018854,17/10/2021,1:50:00,"CUSTA. SAN VICENTE, 44",44,9,MONCLOA-ARAVACA,Caída,Nublado,Bicicleta,Conductor,De 18 a 20 años,Mujer,2.0,Ingreso inferior o igual a 24 horas,439.081.146,4.474.666.320,N,,,
699,2021S018905,16/10/2021,15:10:00,"CALL. GRAN VIA, 55",55,1,CENTRO,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,,,439.914.861,4.474.809.274,N,,,
700,2021S018933,17/10/2021,22:50:00,"CUSTA. SAN VICENTE, 40",40,9,MONCLOA-ARAVACA,Colisión lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,7.0,Asistencia sanitaria sólo en el lugar del accidente,439.137.983,4.474.667.201,N,,,
701,2021S018944,16/10/2021,11:30:00,"PUENTE DEL REY, ZONA PEATONAL, SOBRE RIO MANZANAR",0,1,CENTRO,Colisión frontal,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,438.757.933,4.474.501.603,N,,,
702,2021S018944,16/10/2021,11:30:00,"PUENTE DEL REY, ZONA PEATONAL, SOBRE RIO MANZANAR",0,1,CENTRO,Colisión frontal,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,438.757.933,4.474.501.603,N,,,
703,2021S018964,17/10/2021,14:40:00,"CTRA. GARABITAS, 0",0,9,MONCLOA-ARAVACA,Solo salida de la vía,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,7.0,Asistencia sanitaria sólo en el lugar del accidente,436.664.742,4.476.056.677,N,,,
704,2021S019000,17/10/2021,19:05:00,CALL. BRUJAS / CALL. HACIENDA DE PAVONES,34,14,MORATALAZ,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Mujer,7.0,Asistencia sanitaria sólo en el lugar del accidente,446.732.547,4.472.150.883,N,,,
705,2021S019065,19/10/2021,18:30:00,"CALL. CANAL DEL BOSFORO, 6",6,20,SAN BLAS-CANILLEJAS,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,447.939.929,4.476.739.329,N,,,
706,2021S019071,19/10/2021,18:15:00,CTRA. CIUDAD UNIVERSITARIA / CMNO. VALDEZA,0,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,435.751.502,4.475.504.829,N,,,
707,2021S019128,20/10/2021,17:20:00,"CALL. MARTINEZ VILLERGAS, 46",46,15,CIUDAD LINEAL,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,444.389.057,4.477.284.204,N,,,
708,2021S019146,18/10/2021,21:15:00,"CALL. GINZO DE LIMIA, 36",36,8,FUENCARRAL-EL PARDO,Alcance,,Bicicleta,Conductor,De 15 a 17 años,Hombre,,,440.353.546,4.481.061.854,N,,,
709,2021S019170,20/10/2021,6:35:00,AVDA. NICETO ALCALA ZAMORA / AVDA. FRANCISCO PI Y MARGALL,10,16,HORTALEZA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,445.169.877,4.481.821.287,N,,,
710,2021S019308,22/10/2021,15:40:00,CALL. MARIA DE MOLINA / CALL. SERRANO,18B,4,SALAMANCA,Colisión lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,441.786.402,4.476.568.978,N,,,
711,2021S019363,23/10/2021,1:45:00,"CALL. JORGE JUAN, 146",146,4,SALAMANCA,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,443.687.883,4.474.882.549,N,,,
712,2021S019386,22/10/2021,14:00:00,RONDA. SUR / CALL. LOS BARROS,231,13,PUENTE DE VALLECAS,Caída,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,14.0,Sin asistencia sanitaria,443.599.677,4.469.376.782,N,,,
